Gene_ID,Name,s_frt82b_1,s_frt82b_2,s_frt82b_3,s_wda_1,s_wda_2,s_wda_3
FBgn0002592,E(spl)m2-BFM,0.4,0.27,0.46,2.16,2.08,2.93
FBgn0002593,RpLP1,5221.86,5176.38,4945.36,7683.61,8591.11,7469.97
FBgn0002609,E(spl)m3-HLH,5.41,4.67,6.46,45.51,50.73,59.51
FBgn0002622,RpS3,2931.49,3003.38,2794.57,4407.89,4676.91,5039.76
FBgn0002626,RpL32,2773.95,3062.6,2742.98,4054.17,4782.11,4982.67
FBgn0002629,E(spl)m4-BFM,0,0,0,0.06,0.04,0
FBgn0002631,E(spl)m5-HLH,0,0,0,0,0.08,0.1
FBgn0002632,E(spl)m6-BFM,0,0,0,0.04,0.12,0.08
FBgn0002633,E(spl)m7-HLH,0.44,0.32,0.64,3.92,7.27,4.83
FBgn0002638,Rcc1,247.52,241.75,263.68,150.64,174.49,178.91
FBgn0002641,mal,23.48,23.79,25.36,10.17,10.41,11.3
FBgn0002643,mam,19.32,21.07,22.37,21.71,21.63,18.51
FBgn0002645,Map205,102.14,105.84,115.88,84.18,77.81,63.77
FBgn0002673,twe,105.19,98.53,108.59,4.36,4.71,4.91
FBgn0002707,mei-9,29.83,29.03,30.66,10.35,11.37,10.9
FBgn0002709,mei-218,14.59,14.3,16.03,4.04,4.69,4.07
FBgn0002715,mei-S332,27.99,26.72,30.9,6.4,6.47,5.78
FBgn0002716,mei-W68,0.64,0.73,1.03,0.87,0.94,0.67
FBgn0002719,Men,302.16,343.75,304.42,262.22,209.16,169.93
FBgn0002723,Met,9.42,9.14,10.8,5.46,5.32,5.07
FBgn0002732,E(spl)malpha-BFM,0.65,0.24,0.29,0.64,1.51,0.89
FBgn0002733,E(spl)mbeta-HLH,5.08,5.17,5.46,32.91,44.11,45.26
FBgn0002734,E(spl)mdelta-HLH,0,0.03,0.05,0,0.1,0.13
FBgn0002735,E(spl)mgamma-HLH,0,0.14,0.05,0,0.18,0
FBgn0002736,mago,133.07,122.58,134.15,137.39,138.24,133.87
FBgn0002772,Mlc1,5.15,4.85,5.89,369.68,178.95,223.94
FBgn0002773,Mlc2,6.2,5.83,6.49,467.76,257.3,285.51
FBgn0002774,mle,21.96,22.24,23.87,21.71,22.87,20.4
FBgn0002775,msl-3,32.6,33.47,35.47,13.42,13.2,12.65
FBgn0002778,mnd,71.31,68.36,72.7,32.11,32.03,29.31
FBgn0002780,mod,801.38,670.6,784.59,692.14,788.44,630.94
FBgn0002781,mod(mdg4),449.23,446.11,522.08,169.89,210.5,165.05
FBgn0002783,mor,111.75,116.32,132.87,45.09,51.35,40.5
FBgn0002787,Rpn8,324.85,316.02,341.57,166.86,182.78,156.1
FBgn0002789,Mp20,25.89,24.3,27.33,867.12,542.47,675.22
FBgn0002791,mr,40.85,39.88,43.45,21.72,23.24,21.82
FBgn0002838,ms(3)K81,0,0,0,0,0.1,0.19
FBgn0002842,sa,0,0,0,0,0,0
FBgn0002855,Acp26Aa,0,0,0.05,0.2,0.8,0.33
FBgn0002856,Acp26Ab,0,0,0,0.77,0.97,0.72
FBgn0002862,Mst87F,0.31,0.32,0.12,0.22,0.08,0.97
FBgn0002863,Acp95EF,0,0,0,0.46,0,0
FBgn0002865,Mst98Ca,0,0,0,0.05,0,0.1
FBgn0002868,MtnA,179.41,163.72,161.62,2858.42,1813.01,2263.52
FBgn0002869,MtnB,0.9,0.11,0.68,1.48,1.63,2.54
FBgn0002872,mu2,59.45,58.09,65.83,10.13,13.98,13.05
FBgn0002873,mud,26.21,26.51,31.04,10.7,11.78,10.21
FBgn0002878,mus101,10.83,11.75,11.82,5.82,7.4,5.98
FBgn0002887,mus201,26.41,24.81,28.65,7.78,9.24,7.86
FBgn0002891,mus205,9.31,9.24,10.76,3.81,4.12,4.06
FBgn0002899,mus301,32.9,32.03,34.53,9.83,10.22,9.45
FBgn0002901,mus304,21.97,22,24.9,4.57,5.13,4.4
FBgn0002905,mus308,7.47,7.87,8.31,7.95,9.67,8.08
FBgn0002906,Blm,31.02,32.4,37.51,5.63,7.16,6.06
FBgn0002909,mus312,15.33,14.15,16.68,8.46,10.02,8.05
FBgn0002914,Myb,91.5,91.9,104.08,74.08,82.83,68.14
FBgn0002917,na,0.04,0.08,0.06,0.06,0.03,0.03
FBgn0002921,Atpalpha,348.04,368.29,370.46,248.17,232.12,183.39
FBgn0002922,nau,0,0,0,0,0,0.03
FBgn0002924,ncd,77.25,77.37,84.77,26.55,30.81,27.64
FBgn0002926,ndl,37.47,40.81,50.01,22.37,26,20.18
FBgn0002930,nec,2.95,2.61,2.79,31.38,27.55,36.45
FBgn0002931,net,0.05,0.04,0.11,3.13,1.75,1.52
FBgn0002932,neur,18.78,18.59,20.34,7.8,8.1,7.94
FBgn0002933,ng1,0,0,0,0,0,0
FBgn0002936,ninaA,0.05,0,0.06,0.11,0.08,0.05
FBgn0002937,ninaB,0,0,0,0,0.03,0.02
FBgn0002938,ninaC,0,0,0,0.01,0,0.03
FBgn0002939,ninaD,0.06,0.04,0,1.95,0.71,0.73
FBgn0002940,ninaE,0,0.06,0,0.09,0.14,0.5
FBgn0002941,slou,0,0,0,0,0,0
FBgn0002945,nkd,0.57,0.81,0.74,2.73,2.36,2.33
FBgn0002948,nod,56.94,58.3,59.17,7.71,8.21,7.46
FBgn0002962,nos,169.1,172.01,198.46,16.87,17.3,17.8
FBgn0002973,numb,28.83,26.85,30.95,23.33,24.6,24.3
FBgn0002985,odd,0.02,0,0.04,0.33,0.11,0.11
FBgn0002989,okr,21.83,22.12,24,13,14.75,13.11
FBgn0003002,opa,0.01,0,0.02,0,0.01,0.01
FBgn0003008,or,68.15,60.36,65.4,57.07,56.67,52.5
FBgn0003009,ord,0.63,0.55,0.35,2.13,2.22,2
FBgn0003011,ort,0,0,0,0.02,0.01,0
FBgn0003015,osk,444.91,440.72,520.83,57.86,81.23,86.43
FBgn0003016,osp,22.25,23.79,27.07,38.1,40.41,33.07
FBgn0003023,otu,293.77,293.94,364.1,21.35,27.21,20.58
FBgn0003028,ovo,74,79.16,84.28,25.77,35.7,29.48
FBgn0003034,SP,0,0,0,0.26,0,0
FBgn0003041,pbl,43.3,41.7,46.07,39.35,36.18,31.9
FBgn0003042,Pc,20.07,18.62,22.3,7.49,7.41,6.17
FBgn0003044,Pcl,86.11,89.12,106.85,22.03,28.84,21.91
FBgn0003046,Pcp,0.06,0.09,0.07,0.07,0.05,0.19
FBgn0003048,pcx,9.62,9.8,10.35,9.48,10.28,7.68
FBgn0003053,peb,11.18,11.18,11.25,32.64,32.69,20.72
FBgn0003057,CG10598,0,0,0,0,0,0
FBgn0003060,CG9757,0,0,0,0,0,0
FBgn0003062,Fib,180.71,190.04,184.83,288.79,359.25,326.72
FBgn0003065,CG2150,0.04,0.08,0,0,0.03,0.04
FBgn0003067,Pepck1,7.36,3.01,7.54,260.52,221.95,111.91
FBgn0003068,per,1.13,1.8,1.47,3.84,5.32,4.32
FBgn0003071,Pfk,66.56,70.87,71.9,21.6,21.07,19.65
FBgn0003074,Pgi,248.25,257.3,274.54,53.69,63.27,53.76
FBgn0003076,Pgm,157.39,162.7,160.76,51.47,56.7,64.46
FBgn0003079,Raf,32.55,31.7,35.61,16.49,17.64,16.53
FBgn0003082,phr,37.38,36.63,38.06,55.44,57.14,60.14
FBgn0003086,Pig1,0,0,0,0,0,0
FBgn0003087,pim,160.24,148.4,157.79,16.12,13.73,15.79
FBgn0003089,pip,5.43,6.56,5.87,6.38,5.26,2.69
FBgn0003090,pk,0.64,0.83,0.69,3.25,4.22,3.27
FBgn0003091,Pkc53E,6.82,7.61,5.98,23.72,13.97,13.85
FBgn0003093,Pkc98E,14.14,14.13,15.99,13.82,11.7,10.59
FBgn0003114,plu,102.34,95.46,95.59,9.2,8.46,8.41
FBgn0003116,pn,25.27,23.18,26.36,19.59,21.39,21.86
FBgn0003117,pnr,0,0.02,0.03,0.28,0.22,0.19
FBgn0003118,pnt,8.11,8.59,8.48,11.89,13.98,11.99
FBgn0003124,polo,390.34,374.66,414.09,62.79,68.44,62.04
FBgn0003129,Poxm,0.5,0.28,0.4,8.97,7.38,7.71
FBgn0003130,Poxn,0,0,0,0,0,0.04
FBgn0003132,Pp1-13C,0,0,0,0,0.09,0.12
FBgn0003134,Pp1alpha-96A,100.85,96.18,115.05,83.83,79.55,71.53
FBgn0003137,Ppn,1,0.81,0.77,110.34,56.61,52.49
FBgn0003139,PpV,85.17,82.62,96.26,58.86,63.39,60.57
FBgn0003140,PpY-55A,0,0,0,0,0,0
FBgn0003141,pr,91.31,76.58,92.49,104.87,113.77,90.62
FBgn0003145,prd,0,0,0,0,0,0
FBgn0003149,Prm,9.07,5.51,5.16,135.17,74.64,67.94
FBgn0003159,CG2841,37.57,41.44,44.56,17.87,13.96,12.54
FBgn0003162,Pu,1.97,1.6,1.44,10.06,8.56,6.57
FBgn0003165,pum,54.49,59.39,68.22,28.17,32.78,24.95
FBgn0003169,put,32.04,30.3,33.13,55.68,51.52,48.96
FBgn0003174,pwn,6.13,6.95,6.07,0.89,1.03,0.72
FBgn0003175,px,14.7,16.89,17.35,8.94,10.69,7.65
FBgn0003187,qua,52.24,51.03,56.32,9.16,10.2,8.78
FBgn0003189,r,28.86,33.55,30.87,39.92,55.37,46.7
FBgn0003204,ras,121.26,120.38,125.45,98.92,120.64,102.82
FBgn0003205,Ras85D,108.7,99.34,116.25,138.35,120.55,106.62
FBgn0003206,Ras64B,34.26,30.66,37.69,187.11,125.48,124.55
FBgn0003209,raw,23.35,22,26.13,20.23,18.2,18.25
FBgn0003210,rb,43.86,45.2,48.28,20.39,21.84,18.96
FBgn0003218,rdgB,25.29,29.33,28.59,10.54,9.47,9.47
FBgn0003227,rec,5.11,4.87,4.53,5.5,6.69,5.77
FBgn0003231,ref(2)P,177.82,139.95,205.25,78.04,91.86,77.19
FBgn0003248,Rh2,0.12,0.11,0.18,0.03,0.02,0
FBgn0003249,Rh3,0,0,0,0,0,0.06
FBgn0003250,Rh4,0.28,0.16,0.07,0.07,0.05,0.33
FBgn0003254,rib,0,0,0,0.03,0,0.03
FBgn0003255,rk,0.82,0.91,0.38,0.45,0.12,0.3
FBgn0003256,rl,142.49,127.13,146.9,124.67,108.79,97.59
FBgn0003257,r-l,91.42,86.41,89.17,123.07,161.78,131.31
FBgn0003261,Rm62,310.51,296.62,307.6,566.82,611.43,592.89
FBgn0003267,ro,0,0.05,0,0.04,0.06,0
FBgn0003268,rod,24.43,28.6,28.29,9.53,11.11,9.24
FBgn0003270,amos,0,0,0,0,0,0
FBgn0003274,RpLP2,3644.81,4438.42,3632.61,8628.85,8971.13,9563.39
FBgn0003275,RpII18,146.13,135.81,150.98,287.86,254.95,321.35
FBgn0003277,RpII215,38.63,43.06,45.52,34.42,43.1,32.25
FBgn0003278,RpI135,27.8,28.41,30.45,32.11,42.21,34.24
FBgn0003279,RpL4,2361.75,2767.74,2497.18,2647.51,3706.28,3065.62
FBgn0003285,rst,0.25,0.27,0.22,1.6,1.78,1.91
FBgn0003292,rt,11.82,14.09,14.79,3.6,4.45,4.55
FBgn0003295,ru,0.28,0.33,0.21,0,0.02,0.07
FBgn0003300,run,0,0,0,0,0,0
FBgn0003301,rut,3.38,3.96,3.62,4.89,4.18,3.76
FBgn0003302,rux,17.87,16.42,19.73,12.32,11.55,10.71
FBgn0003308,ry,1.31,1.27,1.6,2.58,2.22,2.55
FBgn0003310,S,40.26,42.16,46.71,9.61,11.86,10.88
FBgn0003312,sad,4.93,5.31,4.76,10.05,11.94,7.34
FBgn0003313,sala,0,0.09,0.07,0.06,0.24,0.1
FBgn0003317,sax,42.38,41.9,47.54,34.28,35.29,32.76
FBgn0003319,Sb,0.03,0.02,0.09,0,0,0
FBgn0003321,sbr,30.96,31.19,32.19,34.07,36.42,33.54
FBgn0003326,sca,0,0.01,0,2.79,1.16,1.16
FBgn0003328,scb,36.18,39.75,39.87,144.38,122.16,115.53
FBgn0003330,Sce,27.25,29.47,31.73,29.39,31.66,28.84
FBgn0003334,Scm,38.26,37.03,43.01,21.92,23.72,20.94
FBgn0003339,Scr,0.01,0,0.01,0,0,0
FBgn0003345,sd,23.28,24.86,25.09,52.16,55.44,47.59
FBgn0003346,RanGAP,159.58,149.56,161.22,80.41,93.18,79.91
FBgn0003353,sei,7.47,6.97,7.27,11.31,13.68,13.72
FBgn0003356,Jon99Cii,0,0.16,0,0,0,0
FBgn0003357,Jon99Ciii,0,0.1,0.06,0.07,0,0.52
FBgn0003358,Jon99Ci,0,0.04,0,0,0,0.05
FBgn0003360,sesB,2288.35,2154.45,2333.02,2071.93,2196.84,2069.38
FBgn0003366,sev,2.96,3.93,2.85,36.87,35.97,21.95
FBgn0003371,sgg,75.66,79.47,90.65,57.97,61.94,52.36
FBgn0003372,Sgs1,0.01,0.02,0.02,0.01,0.04,0.03
FBgn0003373,Sgs3,0,0,0.04,0,0.03,0
FBgn0003374,Sgs4,0,0,0,0,0,0
FBgn0003375,Sgs5,0,0,0,0,0,0
FBgn0003377,Sgs7,0,0,0,0,0,0
FBgn0003378,Sgs8,0,0,0,0,0.1,0.14
FBgn0003380,Sh,0,0.01,0.01,0.18,0.05,0.09
FBgn0003382,sha,0.01,0.02,0.01,0,0,0
FBgn0003386,Shaw,0.13,0.09,0.05,4.09,2.5,2.93
FBgn0003388,shd,0.83,0.75,0.79,7.7,6.52,4.73
FBgn0003390,shf,1.12,0.72,0.82,13.06,11.74,11.49
FBgn0003391,shg,29.36,33.06,34.01,89.3,92.99,71.02
FBgn0003392,shi,72.04,73.69,75.15,49.69,50.01,40.29
FBgn0003396,shn,7.13,8.49,8.69,9.52,11.57,8.68
FBgn0003401,shu,50.71,50.11,54.36,102.52,111.01,106.91
FBgn0003410,sina,55.39,53.42,61.79,18.05,17.14,15.57
FBgn0003411,sisA,0.61,0.62,0.32,0.06,0,0
FBgn0003415,skd,34.68,36.84,43.7,9.12,9.87,7.8
FBgn0003416,sl,16.93,17.78,20.76,14.29,13.25,12.17
FBgn0003423,slgA,92.31,91.25,101.07,90.02,96.3,76.5
FBgn0003429,slo,0.01,0.05,0,2.23,0.85,1.05
FBgn0003430,slp1,0,0.04,0,0.03,0.16,0.25
FBgn0003435,sm,16,17.92,15.01,19.26,16.99,12
FBgn0003444,smo,19,19.44,22.38,10.98,9.9,10.93
FBgn0003447,sn,100.76,100.58,112.8,26.02,26.14,19.95
FBgn0003448,sna,0,0,0,0,0,0
FBgn0003449,snf,197.5,179.28,190.4,123.74,130.24,117.82
FBgn0003450,snk,22.18,21.9,23.72,1.56,1.79,2.64
FBgn0003459,stwl,11.86,12.18,11.88,8.78,10.06,8.94
FBgn0003460,so,0.53,0.36,0.39,6.59,5.75,5.5
FBgn0003462,Sod1,585.72,604.74,560.83,590.82,539.53,580.05
FBgn0003463,sog,1.72,2.2,2,8.6,6.39,7.22
FBgn0003464,sol,41.06,45.45,45.64,15.51,16.95,16.09
FBgn0003475,spir,42.89,43.39,49.81,9.15,11.53,11.61
FBgn0003479,spn-A,22.65,21.66,20.83,22.63,21.44,23.02
FBgn0003480,spn-B,17.52,18.63,18.54,8.38,6.71,9.71
FBgn0003482,spn-D,8.16,8.11,9.39,4.38,3.94,5.41
FBgn0003483,spn-E,52.29,51.18,56.48,51.88,60.04,52
FBgn0003486,spo,16.97,14.45,16.73,17.56,18.98,11.68
FBgn0003495,spz,67.93,63.45,74.29,13.54,12.7,11.49
FBgn0003499,sr,0.13,0.06,0.12,0.75,1.14,0.94
FBgn0003502,Btk29A,69.6,69.41,77.21,44.37,41.27,38.25
FBgn0003507,srp,46.49,49.58,43.76,32.98,31.79,22.88
FBgn0003510,Sry-alpha,1.73,1.28,1.74,0.78,1.03,1.26
FBgn0003511,Sry-beta,24.79,24.69,24.37,12.08,13.63,13.06
FBgn0003512,Sry-delta,24.54,27.98,28.59,33.77,37.9,36.33
FBgn0003513,ss,0,0,0.01,0,0.01,0.03
FBgn0003514,sqh,210.88,209.14,230.03,447.75,429.09,421.33
FBgn0003515,st,0.72,0.79,0.7,3.99,4.32,3.32
FBgn0003517,sta,3626.21,4287.79,3867.49,4396.57,5724.3,5150.85
FBgn0003520,stau,69.24,68.99,84.48,20.98,22.03,17.18
FBgn0003525,stg,185.74,174.05,216.36,33.03,35.63,33.74
FBgn0003527,stil,41.41,42.24,37.87,23.71,26.37,26.56
FBgn0003545,sub,74.97,71.2,73.33,16.35,16.5,15.66
FBgn0003557,Su(dx),55.63,53.85,64.91,54.06,53.06,44.45
FBgn0003559,su(f),28.6,28.92,30.71,29.71,31.58,28.79
FBgn0003567,su(Hw),57.21,54.18,62.59,50.79,55.21,43.15
FBgn0003575,su(sable),24.39,25.09,25.85,18.69,19.89,15.04
FBgn0003598,Su(var)3-7,64.94,65,75.95,15.03,17.13,13.61
FBgn0003607,Su(var)205,441.85,380.44,434.13,315.38,300.92,296.78
FBgn0003612,Su(var)2-10,149.78,151.86,162.96,40.37,47.64,38.8
FBgn0003638,su(w[a]),70.78,69.69,76.45,28.18,30.5,27.04
FBgn0003651,svp,0,0,0.01,0.17,0.15,0.19
FBgn0003654,sw,65.68,80.19,88.01,65.66,73.13,58.51
FBgn0003655,swa,238.67,236.82,270.72,27.43,33.54,34.27
FBgn0003656,sws,73.04,72.39,81.47,54.45,58.17,50.52
FBgn0003660,Syb,204.3,189.79,212.81,449.84,377.85,386.34
FBgn0003676,CCT1,546.32,533.85,554.32,370.72,424.96,410.02
FBgn0003683,term,0,0,0,0,0,0
FBgn0003687,Tbp,52.6,51.75,53,20.31,24.51,19.35
FBgn0003701,thr,33.45,35.48,39.13,5,5.73,5.2
FBgn0003710,tipE,0.08,0.09,0,0.63,0.49,0.75
FBgn0003714,tko,121.98,117.35,119.19,173.72,173.87,178.15
FBgn0003716,tkv,44.54,43.41,50.22,58.46,60.19,51.92
FBgn0003719,tld,0.72,0.69,0.54,0.27,0.15,0.32
FBgn0003720,tll,0,0,0,0.02,0.02,0.02
FBgn0003721,Tm1,337.33,305.75,373.35,808.15,554.28,502.29
FBgn0003731,Egfr,9.71,10.76,10.51,46.4,45.9,33.99
FBgn0003733,tor,39.93,39.72,46.17,4.49,5.25,4.59
FBgn0003741,tra,22.85,25.12,26.4,33.89,31.96,32.29
FBgn0003742,tra2,35.8,39.04,39.4,32.81,34.26,34.63
FBgn0003744,trc,78.53,73.44,86.58,59.64,58.33,48.68
FBgn0003747,Gr5a,0.23,0.19,0.13,0.06,0.07,0.12
FBgn0003748,Treh,105.58,113.29,119.08,215.62,167.06,154.75
FBgn0003751,trk,14.02,12.6,12.89,3.53,4.09,3.3
FBgn0003861,trp,0,0,0,0,0,0.02
FBgn0003862,trx,12.65,14.41,16.88,6.33,6.77,5.7
FBgn0003863,alphaTry,0,0.29,0,0.67,0.04,0.42
FBgn0003865,tsg,0,0,0.06,0,0,0.05
FBgn0003866,tsh,0.67,0.47,0.47,2.48,2.19,1.57
FBgn0003867,tsl,4.03,4.14,3.82,8.07,7.11,7.56
FBgn0003870,ttk,64.33,64.88,73.17,35.33,38.73,32.78
FBgn0003882,tub,63.12,61.08,70.34,39.37,43.97,39.04
FBgn0003884,alphaTub84B,1941.28,1959.02,2009.18,1553,1679.32,1461.74
FBgn0003885,alphaTub84D,175.15,172.85,179.05,162.01,219.16,166.78
FBgn0003886,alphaTub85E,0,0,0,0.03,0.08,0.06
FBgn0003888,betaTub60D,61.21,67.29,67.42,334.67,342.3,274.82
FBgn0003889,betaTub85D,0.07,0.15,0.05,0.12,0.09,0.12
FBgn0003890,betaTub97EF,16.77,17.62,17.45,74.61,86.36,69.05
FBgn0003891,tud,67.3,77.24,77.97,61.52,59.74,51.29
FBgn0003892,ptc,1.05,1.08,1.02,4.27,5.03,4.5
FBgn0003896,tup,0,0,0,0.03,0.01,0
FBgn0003900,twi,0,0,0,0,0.02,0
FBgn0003916,snRNA:U1:21D,5.28,5.54,4.16,18.06,11.13,21.44
FBgn0003920,snRNA:U2:14B,0,0,6.24,0,0,0
FBgn0003922,snRNA:U2:38ABa,0,0,0,0,0,0
FBgn0003923,snRNA:U2:38ABb,3.9,4.29,0,10.25,7.63,9.02
FBgn0003926,snRNA:U3,0,0,0,0,0,0
FBgn0003930,snRNA:U4:39B,0,0.97,0,3.83,0,10.15
FBgn0003931,snRNA:U4:38AB,0.44,0,1,0,3.77,0
FBgn0003933,snRNA:U5:14B,0,0.94,0.77,2.97,0,0
FBgn0003934,snRNA:U5:23D,1,1.5,0.57,1.65,1.17,0
FBgn0003935,snRNA:U5:34A,0,0.78,1.2,8.09,4.91,7.24
FBgn0003936,snRNA:U5:35D,0,0,0,0,0,0
FBgn0003938,snRNA:U5:63BC,0.56,2.07,0,12.2,4.75,9.99
FBgn0003941,RpL40,3177.52,3144.94,2944.08,4714.24,5103.94,5116.93
FBgn0003942,RpS27A,5502.65,5307.84,4982.56,9048.54,7762.01,8543.43
FBgn0003943,Ubi-p63E,659.02,723.08,743.6,480.02,513.45,526.66
FBgn0003944,Ubx,0,0,0.02,0.08,0.07,0.05
FBgn0003950,unc,0.9,0.69,0.86,1.85,2.28,2.26
FBgn0003961,Uro,0.2,0.1,1.6,1.95,0,0.14
FBgn0003963,ush,17.58,20.08,15.56,41.93,40.58,31.47
FBgn0003964,usp,58.21,57.76,64.09,27.45,28.58,24.65
FBgn0003965,v,0.03,0,0.04,0.07,0.03,0.24
FBgn0003969,vap,37.65,38.44,40.19,36.8,33.41,31.99
FBgn0003975,vg,0,0,0,0.01,0.05,0.01
FBgn0003977,vir,7.22,7.7,8.25,9.54,11.74,9.03
FBgn0003978,vls,61.39,62.08,65.41,51.44,61.86,60.67
FBgn0003979,Vm26Aa,7783.35,10739.87,10706.73,554.63,1245.25,584.06
FBgn0003980,Vm26Ab,4245.71,5737.12,5691.65,425.73,883.01,339.47
FBgn0003983,Vm34Ca,6007.56,9314.51,8239.56,213.58,694.58,369.85
FBgn0003984,vn,0.41,0.39,0.51,1.29,1.02,1.32
FBgn0003996,w,7.15,7.24,5.96,8.04,9.9,9.21
FBgn0003997,hid,11.45,11.46,14.35,24.87,26.99,16.67
FBgn0004003,wbl,36.35,31.63,35.26,50.49,44.62,34.27
FBgn0004034,y,0.02,0.03,0.05,2.1,1.57,3.24
FBgn0004045,Yp1,5081.88,5549.45,6484.78,1314.21,1988.42,1383.31
FBgn0004047,Yp3,1344.29,1391.1,1517.27,451.51,735.25,1426.76
FBgn0004049,yrt,39.88,40.17,47.2,16.12,18.08,15.81
FBgn0004050,z,32.65,33.53,39.51,22.14,23.54,22.09
FBgn0004052,Z600,0.3,0.15,0.11,0,0.08,0.11
FBgn0004053,zen,1.47,1.32,0.95,0.69,0.91,1.34
FBgn0004054,zen2,0,0,0,0,0,0
FBgn0004055,uzip,9.52,8.85,10.19,38.12,34.66,31.89
FBgn0004057,Zw,18.93,18.92,20,28.54,29.82,24.92
FBgn0004066,Prosalpha4,406.54,399.78,410.43,263.54,290,249.93
FBgn0004087,Dhfr,175.95,165.14,163.19,137.03,111.9,151.19
FBgn0004101,bs,28.81,27.83,30.91,11.73,14.34,12.33
FBgn0004102,oc,0,0,0,0.01,0.01,0.01
FBgn0004103,Pp1-87B,337.48,306.61,361.53,261.99,280.36,230.74
FBgn0004106,Cdk1,259.42,241.35,249.5,133.98,134.64,126.66
FBgn0004107,Cdk2,161.25,157.05,177.62,49.06,57.51,49.61
FBgn0004108,Nrt,9.36,9.41,10.44,10.75,12.03,11.57
FBgn0004110,tin,0.03,0.04,0,0.11,0.04,0.11
FBgn0004117,Tm2,8.42,8.02,8.41,478.51,263.46,287.71
FBgn0004118,nAChRbeta2,0.02,0.02,0.02,0.13,0.1,0.21
FBgn0004132,boca,113.62,108.71,114.41,109.18,107.85,109.09
FBgn0004133,blow,14.58,13.45,13.69,69.41,65.57,61.43
FBgn0004143,nullo,0,0,0,0,0,0
FBgn0004167,kst,13.58,17.6,15.52,29.62,33.29,26.25
FBgn0004168,5-HT1A,0,0,0,0.02,0.02,0.01
FBgn0004169,up,10.59,9.74,9.51,566,300.48,298.19
FBgn0004170,sc,0,0.02,0,0.03,0.02,0.03
FBgn0004171,Mst98Cb,0,0,0,0.07,0,0
FBgn0004172,Mst84Da,0,0,0,0.14,0,0.14
FBgn0004173,Mst84Db,0,0,0,0.12,0.17,0.71
FBgn0004174,Mst84Dc,0,0,0,0.14,0.1,0.56
FBgn0004175,Mst84Dd,0,0,0,0.12,0.26,0.12
FBgn0004177,mts,635.54,544.03,644.04,357.12,335.1,307
FBgn0004179,Csp,116.76,104.07,134.08,85.78,80.89,72.63
FBgn0004181,Ebp,0,0,0,0.06,0,0
FBgn0004183,snRNA:U1:82Eb,8.96,6.57,3.57,14.26,16.87,16.56
FBgn0004185,snRNA:U1:95Ca,5.28,5.54,4.16,18.06,11.13,21.44
FBgn0004186,snRNA:U1:95Cb,5.28,5.54,4.16,18.06,11.13,21.44
FBgn0004187,snRNA:U1:95Cc,1.95,1.46,2.11,2.22,0.88,0.79
FBgn0004188,snRNA:U6:96Aa,0.24,0.18,0.27,0.26,0.18,0.5
FBgn0004189,snRNA:U6:96Ab,0.24,0.18,0.27,0.26,0.18,0.5
FBgn0004190,snRNA:U6:96Ac,0.24,0.18,0.27,0.26,0.18,0.5
FBgn0004191,snRNA:U2:34ABa,0,0,0,3.08,3.49,5.08
FBgn0004192,snRNA:U2:34ABb,2.79,3.51,2.23,15.79,12.89,16.4
FBgn0004197,Ser,0.01,0,0.04,0.09,0.05,0.04
FBgn0004198,ct,0.95,1.36,1.09,6.55,7.52,5.93
FBgn0004227,nonA,51,48.73,56.37,46.33,47.01,38.95
FBgn0004228,mex1,0.18,0.05,0.07,0.98,1.08,1.5
FBgn0004237,Hrb87F,287.99,293.49,333.64,154.51,166.51,134.45
FBgn0004240,DptA,0.55,0,0,1.4,0.14,9.33
FBgn0004242,Syt1,0,0,0.01,0.05,0.04,0.03
FBgn0004244,Rdl,0,0,0,0,0,0
FBgn0004359,T48,15.39,15.66,17.32,13.45,13.54,14.74
FBgn0004360,Wnt2,1.69,1.52,1.66,12.17,11.92,12.56
FBgn0004362,HmgD,1612.99,1504.11,1664.28,768.42,787.56,710.52
FBgn0004363,porin,1579.59,1474.94,1584.58,1305.86,1289.73,1316.19
FBgn0004364,18w,11.62,13.26,13.6,23.42,28.69,24.86
FBgn0004367,mei-41,5.09,5.95,6.08,3.97,4.93,4.89
FBgn0004368,Ptp4E,11.52,11.34,13.72,16.83,16.01,13.06
FBgn0004369,Ptp99A,15.57,16.88,18.33,8,8.82,7.15
FBgn0004370,Ptp10D,18.09,19.23,19.92,48.01,35.26,31.59
FBgn0004372,aly,0,0.04,0,0.12,0.21,0.12
FBgn0004373,fwd,45.47,45.52,50.77,34.62,32.57,25.31
FBgn0004374,neb,11.69,13.3,12.99,7.55,7.98,7.5
FBgn0004378,Klp61F,38.31,39.69,41.44,21.55,22.25,18.84
FBgn0004379,Klp67A,47.21,45.69,52.88,16.07,18.83,14.91
FBgn0004380,Klp64D,8.67,8.45,9.44,10.38,8.75,8.03
FBgn0004381,Klp68D,21.51,22.68,24.87,10.42,9.69,9.84
FBgn0004387,Klp98A,19.36,19.64,21.42,15.74,15.34,13.35
FBgn0004389,bnk,0,0,0,0,0,0
FBgn0004390,RasGAP1,24.87,26.26,29,15.21,16.83,14.87
FBgn0004391,shtd,21.15,23.52,24.5,11.57,15.49,12.13
FBgn0004394,pdm2,0.02,0,0,0,0.01,0.02
FBgn0004395,unk,20.66,19.46,22.05,17.95,20.2,18.64
FBgn0004396,CrebA,14.34,14.54,18.27,11.9,13.55,8.27
FBgn0004397,Vinc,45.21,54.24,46.86,63.83,61.3,49.67
